Станция,Широта,Долгота,Код
конышевка,51.8411129,35.2921588,205805
суджа,51.2058223,35.31045,206507
блохино,51.6212628,35.4983537,207800
перегрузочная,59.4180821,52.3984003,772109
перегрузочная,55.7143555,40.6050105,772109
перегрузочная,58.078249,47.6655913,772109
перегрузочная,58.307579,43.5676881,772109
перегрузочная,58.2955129,48.6202447,772109
перегрузочная,58.2933778,60.7512081,772109
светлополянск,59.4202923,52.3551388,275403
вернадовка,53.3063536,42.3857635,632401
моршанск,53.4414569,41.7657914,632007
гудермес,43.3484661,46.107636,542600
гарь,59.2903011,52.304455,278100
сосьва,59.1655312,61.8217464,776400
серов-заводской,59.5968637,60.6023401,774602
серов-сортировочный,59.6250204,60.636047,774706
венев,54.3484465,38.2437569,226708
унгун,48.2147453,132.4072665,963101
красивая меча,52.9223672,39.09087,594604
лутошкино,52.8603078,38.7718083,594801
рождество,52.879555,38.9920161,594708
филькино,59.6020001,60.7138825,776006
омск-восточный,54.9467318,73.4417095,831203
омск-северный,55.0301006,73.4396691,831400
омск-северный,55.0301174,73.4396802,831400
панкрушиха,53.75653,80.260343,836300
арбузовка,53.0936461,82.9167531,846105
гордеево,53.1094186,84.6743502,842301
зональный,52.6631239,84.9330979,843003
михайловка-алтайская,51.8056084,79.6657744,845009
овчинниково,53.1998666,84.600401,842208
ребриха,53.0100643,82.301016,846001
сарайский,53.177672,83.2315928,846209
штабка,53.2425227,83.4322361,846302
сайга,58.0270706,85.4189025,875606
улу-юл,57.7097634,85.7857883,875502
новокузнецк-восточный,53.7256718,87.1764875,860206
черногорские копи,53.8086568,91.2832926,887904
абаза,52.6549982,90.1190312,887500
хоных,53.543772,91.0788067,887707
балыксу,53.422135,89.1338867,886507
бискамжа,53.4600877,89.5151485,886600
подсиний,53.6792574,91.5226632,888201
тея,53.2923981,89.5737449,886808
гетмановская,45.4557845,40.6809584,526202
остапово,52.2725796,35.4257299,205203
налейка,53.5593083,47.4876979,642704
поливаново,53.6109134,47.3698255,642600
дмитриев-льговский,52.1240878,35.0623645,204906
абинская,44.8813964,38.1457227,523505
курганная,44.9099183,40.5916653,535502
николаевка,55.7969649,37.6357925,970105
николаевка,48.5312086,134.7731603,970105
залегощь,52.9020737,36.8914204,217605
евдаково,50.7095146,39.432865,584805
казаки,52.6028977,38.2773033,218203
тербуны,52.1465046,38.2865938,596703
отрешково,51.7904865,36.5001755,208502
чагода,59.1576214,35.3106615,43504
старощербиновская,46.6198131,38.6599472,515602
уманская,46.310758,39.3591152,516802
находка,42.8469133,132.9605141,984502
нея,58.2928453,43.8584032,306705
нея,58.2926435,43.8591763,306705
лопарево,58.338259,42.6676766,306207
самоцвет,57.6060387,61.7784305,786309
десна,48.9919438,140.2298381,968302
зеленокумск,44.4133156,43.8521087,536702
луостари,69.3998454,31.1055795,17904
мармыжи,51.8667365,37.551527,209308
замзор,55.3705029,98.6471845,920905
замзор,55.3705151,98.6471163,920905
удобрительная,51.8705698,36.9751156,209100
охочевка,51.8862829,36.7336298,208606
андреево,59.5526255,32.0384773,45603
утай,54.6357054,100.324968,921804
утай,54.6357883,100.3249864,921804
худоеланская,54.7048192,99.6331332,921503
худоеланская,54.7048492,99.6331672,921503
шерагуль,54.4547767,101.0473604,922402
шерагуль,54.4548125,101.0473671,922402
шуба,54.4543954,100.8919134,922309
шуба,54.4544272,100.8919429,922309
тарманчукан,49.1908134,130.6584078,961002
кутулик,53.3589327,102.7567942,930606
топорок,58.5448006,33.4761309,923301
топорок,56.1433848,98.4264212,923301
чебоксары,56.1131532,47.2644858,248504
пинюг,60.257138,47.7828302,272706
пинюг,60.2512778,47.7861887,272706
томаровка,50.671628,36.2382866,435605
лунданка,60.4686196,47.4884735,273003
тюльган,52.3550896,56.1490699,654400
нарышкино,52.9634094,35.7233758,200708
себеж,56.3055166,28.4695162,66101
вяртсиля,62.1674258,30.644535,24109
токсово,60.1491135,30.5089945,37908
мучкап,51.8481833,42.480026,606106
армавир-ростовский,44.9983064,41.1245089,530208
армавир-туапсинский,45.001866,41.0831656,530301
почеп,52.9133843,33.4623322,201700
онега,62.4033497,39.6838343,296109
онега,63.9254547,38.0961886,296109
починок,54.4061035,32.4425233,176800
смоляниново,43.2880867,132.4568403,982808
пяжиева сельга,61.486693,34.4877321,49604
лукоянов,55.0299801,44.4591459,246307
кивиярви,64.5495288,30.0641764,28006
пенинга,63.533641,32.078269,27408
найстенъярви,62.2761514,32.678309,26405
суоярви 2,62.1004145,32.3712188,26301
орск,51.2134724,58.6192001,810006
устье-аха,59.5695467,65.9200748,788906
леппясюрья,61.869917,31.3336516,26208
лоймола,61.9784418,31.7413945,26000
райконкоски,61.921531,31.5451292,26104
ляскеля,61.7608676,30.9890956,25008
пийтсиеки,62.0312079,32.0997694,25900
козелковская,53.3015397,50.3017126,637903
чепецкая,58.5374421,49.9867275,273605
подосиновец,60.3568019,47.0782632,272903
стародуб,52.5952518,32.7589623,203104
нерюнгри-грузовая,56.714719,124.7294922,911605
нерюнгри-грузовая,56.714719,124.7294922,912006
деревянковка,46.1527101,38.958443,515903
котово,58.4870439,33.4764919,54104
луза,60.6305841,47.2586223,273107
верхнекондинская,61.3585271,63.5756628,778509
хелюля,61.7442389,30.6692921,23801
вис,63.9225332,54.4435064,286802
лапшанга,57.4857765,44.5773958,266103
кандалакша,67.1602097,32.4191015,14906
гороховец,56.1591887,42.8143999,264004
кстово,56.1717895,44.1639288,269506
касимов,54.8967877,41.323946,221507
черняховск,54.6285883,21.8188745,100800
бетонная,48.7651099,44.4097136,610807
купавна,55.7531599,38.1210763,230506
яккима,61.5165582,30.1305991,23604
комаричи,52.4155034,34.7842601,204709
моховые горы,56.3566478,44.0737929,265007
арчеда,49.7648686,43.6553335,613805
жаровиха,64.5096598,40.708819,290901
роговое,51.4287299,37.9294223,595109
анциферово-мологское,58.9596404,33.9929951,44206
разгуляевка,48.7864513,44.476261,610900
семигородняя,59.8071777,40.1747787,301006
семигородняя,59.8128421,40.1658869,301006
усть-лабинская,45.2233455,39.6922183,525801
золотухино,52.0829113,36.3743356,217304
редкино,56.645146,36.2956493,61409
суда,59.1524434,37.5514559,46004
суда,59.151904,37.5586697,46004
касторная-новая,51.7807369,38.1237311,595401
стрижи,58.4624086,49.2527453,270804
сосыка-ейская,46.1286388,39.7849591,514900
черемисиново,51.884175,37.2574697,209204
холодный ключ,49.7562611,129.5320465,956709
бубчиково,58.1283466,61.725018,786900
дербетовка,45.8122223,43.0521018,528405
звезда,56.8685676,60.5778852,780904
звезда,52.9564655,49.6154779,780904
призейская,50.5081292,127.6506886,954507
костылево,61.0690165,43.2307962,298104
бойцы,56.9517885,59.6707388,782007
бойцы,56.9517254,59.6707206,782007
верхотурье,58.8817604,60.7209975,774000
усть-тальменская,53.8217578,83.5657231,840908
кузнечное,61.1131667,29.8743912,23106
винзили,56.9693924,65.7786989,790605
ногинск,55.8507702,38.4435521,231000
куйбас,53.4499027,59.1934545,817507
сендега,57.7868448,41.0709078,305204
волгореченск,57.4565739,41.1765067,316209
усть-луга,59.6493563,28.3037966,74502
половинка-катавская,54.7964149,58.2781521,808300
слепцовская,43.3324787,45.0390974,540604
ныш,51.4950233,142.7903661,998007
аллагуват,53.4679931,55.920432,652808
некрасово,54.2551474,37.4873226,211007
сосыка-ростовская,46.125021,39.8365916,514807
роговская,45.7548952,38.7670519,516709
юровский,45.120615,37.4355912,522709
пашковская,45.0447242,39.1230481,525500
китой,52.5992173,103.8759492,932005
альба,51.31871,142.7142948,997907
ноглики,51.7971289,143.1298668,998100
новоалександровка,47.0532065,142.7262066,991205
шамхал,43.0533322,47.3328097,543000
кисляковка,46.3939551,39.6042955,514609
кисляковка,46.3940025,39.6043688,514609
тихонький,45.9137838,40.0291609,515104
малороссийская,45.6898398,40.2868545,520308
мирская,45.5373809,40.4042602,520403
бузанский,46.7318687,48.0265002,617401
правый берег,46.3708467,47.9845546,616502
трусово,46.3426381,47.9511,616409
зензели,45.9350854,47.0490131,541700
порт оля,45.7621556,47.5543597,614403
яндыки,45.8243964,47.0024795,541503
тулиново,51.6464774,40.130251,591004
плеханово,54.2356554,37.5573083,210004
стойленская,51.2985419,37.7842757,438406
профинтерн,50.7749913,59.5290086,814808
белый раст,56.1258505,37.4587811,238601
аргун,43.3014444,45.8834534,541405
наурская,43.6739329,45.3586222,539700
алпатово,43.6957656,45.2453069,539607
моздок,43.7519997,44.6447155,539306
терек,43.6014731,45.5761296,539804
коноково,44.842689,41.3304082,530405
андреедмитриевка,44.9518279,40.8464123,536007
красавино,60.964074,46.4239876,299605
речная,56.1524465,94.476579,806708
речная,55.0976025,59.0042182,806708
зубцов,56.1625441,34.5593702,63508
унеча,52.8420227,32.6785406,202008
ханкала,43.3073168,45.7690286,541306
алды,43.2878646,45.6278569,540905
котел,51.2262752,37.9062162,438603
чернянка,50.938241,37.8147495,438800
чернянка,50.9382717,37.8146525,438800
ирса,59.453157,31.9014331,42107
мончалово,56.2241641,34.1136473,64303
шиповка,54.7409238,20.1878338,103103
жеча,52.7203134,32.7433739,203301
гаврилов-ям,57.3017164,39.8421387,314504
арсентьевка,47.9084036,142.4894945,992602
ильинск-сахалинский,47.9881963,142.2053308,994805
чехов,47.439465,141.9759625,190506
чехов,55.1500133,37.4902044,190506
сулук,50.6547838,133.5921806,918407
лебеди,51.3059303,37.6486391,438105
цивильск,55.8270763,47.3869958,248302
тында,55.1392708,124.7390715,910000
приобье,62.5311758,65.6072242,779409
лесная волчанка,59.9188453,60.0944737,775605
грэс,58.6179144,59.8930361,773402
грэс,54.0305302,39.7778034,773402
амурская,49.7482482,129.6995935,956502
атяшево,54.5842207,46.0839036,247309
барнуковка,52.3132123,46.7207883,609801
поярково,49.6362332,128.674359,956004
шалуты,51.614149,107.3893694,935601
среднебелая,50.6602806,128.0090452,954308
томичи,50.781515,128.2429978,954206
огорон,53.9590546,129.1424491,914504
вохтога,58.8078919,41.0545116,303603
кабардинская,44.4869317,39.4861906,534105
армянск,46.1161552,33.7027534,869802
тюльпан,52.1976913,51.5675607,819004
краснооктябрьская,48.7628262,44.5605497,610205
тракторная-товарная,48.7838299,44.5887355,610309
карабулак,52.3296302,46.3652779,609602
богандинская,56.8913947,65.8946876,790709
мадмас,62.0273738,49.3146202,281902
межег,62.0907817,49.4217719,282002
ольгинская,45.9313449,38.5198164,516408
приазовская,45.8480012,38.6187431,516501
электрогорск,55.8828757,38.7874928,231208
кензино,53.7447379,40.4270766,631108
ржевка,59.9808193,30.5158033,37005
амгунь,51.4170942,135.098362,918801
ломовое,64.0126376,40.6554585,295303
холмогорская,63.8109005,40.6435969,295202
вездино,62.2144747,49.7937823,282106
сивая маска,66.6748115,62.5676353,289001
вожская,62.8455817,49.3025503,283005
едва,63.058541,48.8633273,283202
куть-ях,60.3275834,72.0294422,796902
предтурье,58.8043974,61.7994735,787301
ульт-ягун,61.4988773,74.2042162,797708
одинцово,55.6719892,37.2818162,182209
ельня,54.574671,33.1692521,170803
козловка,53.9892984,32.8289676,177304
вадино,55.2616372,33.2629913,172902
волоста-пятница,54.9891946,34.3417158,174607
тычинино,54.6895975,32.2300106,176301
сероглазово,47.1496512,47.6977251,617702
сероглазово,47.1494907,47.6973389,617702
сероглазово,47.1496774,47.6977865,617702
линейная,46.2586538,47.4156535,541607
буинск,55.1973058,47.0550777,247901
ибреси,55.292778,47.0331572,248001
выры,54.1709496,47.8659496,643800
глотовка,53.952783,46.6959983,643302
матанцы,58.6458516,49.5189475,270908
бурсак,45.7009432,39.8587199,525106
благодарное,45.1147473,43.4243967,527703
тутаево,57.8371139,39.5493482,312805
вересово,60.9986029,40.4236606,296908
приводино,61.1064385,46.4403403,299501
льгов-киевский,51.6370638,35.2685684,206206
новая,53.4848912,59.0503507,942707
новая,56.8778935,60.571887,942707
новая,58.9123917,57.5666964,942707
новая,54.5156081,100.7637845,942707
гирей,45.3984668,40.6514805,529501
элисенваара,61.411911,29.7624028,23202
лозовый,43.0619586,133.1447763,984305
партизанск,43.148049,133.1403533,983800
лосиноостровская,55.8626483,37.6832963,195406
арсаки,56.3832946,38.4595689,236803
тверь,56.8351458,35.8929604,61502
бологое-московское,57.886008,34.0609287,50009
окуловка,58.3719243,33.3006548,53703
румянцево,55.973507,36.541646,197401
румянцево,55.6329543,37.4416052,197401
пески,55.21594,38.7715868,233701
краснокамск,58.0747895,55.7713183,760309
люблино-сортировочное,55.6715844,37.7300731,190008
воскресенск,55.3129901,38.7019393,233608
щербинка,55.5101252,37.5621844,191104
апрелевка,55.5500875,37.0668777,181009
селятино,55.5167436,36.9674896,181102
бескудниково,55.882782,37.5677763,195800
марк,55.9045015,37.5382527,237806
красный строитель,55.5903775,37.615322,191405
новоиерусалимская,55.9116927,36.8225017,197204
снегири,55.8801086,37.0382393,196907
бронницы,55.4989947,38.3627327,195001
быково,55.6266127,38.0712553,194808
волоколамск,55.9936818,35.9361958,197609
гжель,55.6092364,38.4455499,194704
раменское,55.5651537,38.2262173,194901
фаустово,55.4451626,38.496532,195105
чисмена,56.0185109,36.2151647,197505
шатура,55.5731624,39.520419,232107
михнево,55.1208657,37.9607392,192605
химки,55.8936964,37.4534727,60302
решетниково,56.4494641,36.5669456,61108
завидово,56.5518638,36.4378792,61305
клин,56.330954,36.7115625,60904
подольск,55.4317986,37.5654172,190900
подсолнечная,56.1843035,36.9715758,60800
узуново,54.5450963,38.6201014,228900
барыбино,55.2702328,37.8959269,192709
белые столбы,55.3338527,37.8505669,192802
ларичиха,53.7785909,83.0560178,836902
цаплино,53.5773511,83.7615163,840607
балтийск,54.6444005,19.8968157,103404
косяковка,53.7054698,56.0058711,652602
куганак,53.797118,56.0922125,652509
гурьевск-новый,54.7926466,20.6310643,104407
неман-новый,55.0306645,22.0268202,104905
советск,55.0836925,21.8800783,104801
багратионовск,54.3926912,20.6479633,102204
владимиров,54.5857604,20.5621036,102401
озерки-новые,54.6304866,20.8956218,101907
балтийский лес,54.6739038,20.1189954,103207
оленегорск,68.1361143,33.3128658,16308
дедовск,55.8667275,37.1257097,196803
нахабино,55.8415749,37.1849447,196606
павшино,55.8148976,37.3395149,196502
александровская,59.730948,30.338463,34806
алдан,58.5978128,125.4054259,914001
сыня,65.3723126,58.035381,288102
инта i,65.9921992,60.3256259,288600
марков,66.5380108,61.9017817,288403
маткаселькя,61.9674755,30.5371137,24005
элиста,46.3276074,44.2826281,528706
гумбейка,53.3288269,59.4387299,817304
торбино,58.5818968,32.8805839,41208
торфяное,59.1782556,31.5758143,42200
чаны,55.3048498,76.7556566,833302
искитим,54.6425444,83.295355,853005
новосибирск-южный,55.0044916,82.9522049,850505
сеятель,54.8685235,83.0775803,853306
йошкар-ола,56.6217189,47.8799268,252401
мурсалимкино,55.0370684,58.5587918,807806
курамино,54.6350779,59.8100833,805603
пашково,53.6523677,42.4144793,632609
чамзинка,54.4035307,45.7813279,247102
ардатов,54.7594181,46.2679304,247403
орехово-зуево,55.7953125,38.9756838,230008
давыдово,55.610277,38.87995,231706
домодедово,55.4407447,37.7727528,192906
алтайская,53.3918246,83.931602,840005
кротовка,53.2805213,51.1740314,658401
куровская,55.5731427,38.9215575,231805
кряж,53.1194909,50.0717826,639608
пермь-сортировочная,58.0346307,56.1316494,760008
урюпино,50.7981568,42.0064019,613006
палагиада,45.133925,41.9731352,526908
кошехабль,44.8948332,40.492447,535409
бурасы,52.20935,46.1241643,609509
средневолжская,53.2336037,50.2878447,638003
зеленогорск,60.2054905,29.7004653,39301
колпино,59.7497863,30.6144735,31600
лигово,59.8232709,30.180905,34505
лодейное поле,60.7278836,33.5549801,49106
рощино,60.2491029,29.5742598,39405
рябово,59.416779,31.1261617,42501
ушаки,59.4788606,31.0076389,31206
вельск,61.0632789,42.0864148,297703
исакогорка,64.4291569,40.6087928,290009
кардымово,54.8908293,32.4457945,172103
милохово,55.0682233,32.7867207,172404
сафоново,55.1056937,33.2478418,172508
капустин яр,48.56039,45.812307,616108
евлашево,53.1062681,46.8370301,634905
донгузская,51.5341934,55.0083609,812202
меновой двор,51.7195299,55.0895477,812005
каргала,51.8882944,54.8634281,811801
переволоцкая,51.8749912,54.183702,811604
сорочинская,52.4284223,53.1487845,811201
сургут,61.2902063,73.3235107,797303
маклец,54.0717896,38.1431239,226500
приозерск,61.0358683,30.1026553,23002
урванка,54.0239591,38.2554738,225809
половина,52.9560176,103.283227,931505
половина,52.9559651,103.283185,931505
половина,52.956058,103.2832593,931505
огарево,59.0929758,35.2063172,43608
белоостров,60.1443327,30.0136787,39208
кутузово-новое,54.7461698,20.5322576,104303
новая деревня,59.9917683,30.2968097,38900
новые полянки,54.0715005,45.0770846,641400
павловск-воронежский,50.4225617,40.1711141,583205
ростов-западный,47.248382,39.6114176,510401
новосибирск-восточный,55.0678047,82.9743002,851508
котлас-северный,61.2576454,46.6815297,280505
кизляр,43.849858,46.7001467,542205
ульяновск 1,54.2962843,48.3684505,645401
касторная-курская,51.821528,38.0932891,595503
михайловский рудник,52.3542194,35.3896292,205307
красная горка,54.8468309,58.4509107,808207
черепеть,54.10119,36.3471552,212902
алексеевская,53.2358374,50.4872073,657502
алексеевская,55.8087525,37.6389375,657502
водинская,53.3719247,50.3410936,637803
таммисуо,60.7327066,28.8054074,21007
ейск,46.716395,38.2829545,515405
северская,44.8714099,38.6910013,523904
сасово,54.3466851,41.930212,222001
денежниково,54.4730772,39.7905971,223201
лесок,54.5854401,39.7957133,220504
дягилево,54.6571958,39.6308884,220203
смышляевка,53.259944,50.3839832,657606
макеево-московское,54.6631837,39.1373445,229104
рыбное,54.7306791,39.5034765,220006
арамиль,56.7135284,60.9471164,794409
апшеронская,44.4741595,39.7253512,534500
карасук 1,53.7304604,78.036219,835609
кундыш,56.3809834,48.2029452,252007
галич,58.3677304,42.3442137,306006
дровинки,57.7995896,41.2391536,305308
царевщина,53.4199058,50.1960234,637602
хотынец,53.1203898,35.3921088,200604
сещинская,53.7367601,33.3346033,178307
дерюгино,52.2116119,34.9906616,204802
старожилово,54.2807926,39.9299578,223305
красный бор,54.8006108,31.9064898,171609
кашин,57.3527531,37.5896898,50809
фокино,53.4426141,34.4021382,200905
любохна,53.5026404,34.3816591,201005
верховье,52.8136516,37.2372892,217709
красная заря,52.7843823,37.6767294,218006
хомутово,52.8580533,37.4458407,217906
брянск-льговский,53.2135033,34.4098788,200002
сосногорск,63.6002025,53.8994609,285801
курья,58.0471403,56.0213899,760101
новая заимка,56.4801261,66.8886949,791006
злынка,52.4746974,31.6651883,202309
ивановский,51.3934237,45.6901056,620601
русский брод,52.6027743,37.3628068,218504
селикса,53.2044186,45.1969976,633705
кошурниково,54.2954834,93.3762682,888706
крахаль,54.9680857,83.2225517,853503
хризолитовый,56.6810552,61.0461544,794502
орджоникидзеград,53.3145852,34.3083314,179102
выгоничи,53.0968983,34.0750057,201402
пильшино,53.0705126,33.9453053,201503
проня,54.2980611,40.2434418,220805
приуралье,54.449279,56.7473231,653802
тюльма,54.3042888,57.5908003,650407
коротчаево,65.9301922,78.1775087,799101
пуровск,64.9381238,77.5656117,798908
пуровск,64.9369268,77.5666949,798908
пурпе,64.4859639,76.7102771,798700
синеглазово,55.042993,61.3675057,800506
старое юрьево,53.3080078,40.6872328,604204
мегион,61.1420719,75.9996263,797801
ноябрьск 2,63.1973092,75.4726033,798400
ноябрьск 1,63.1128327,75.345869,798306
исилькуль,54.9098011,71.2615622,832009
айдырля,51.9670874,59.9047206,815802
воинка,45.8708069,34.0044264,869408
воинка,45.8708069,34.0044264,472708
красноперекопск,45.9498432,33.7954332,472604
красноперекопск,45.9498432,33.7954332,869501
лебяжья-сибирская,55.2673122,66.489752,826807
лебяжья-сибирская,55.2674177,66.4897672,826807
святославка,51.3224366,43.4246542,606604
три острова,51.1603439,43.6978868,606708
елань-камышинская,50.9584267,43.7883791,606801
пинеровка,51.5534144,43.0677544,606303
романовка,51.7482523,42.7425215,606205
свеженькая,54.0072843,42.4303382,222406
шипов лес,50.6225692,40.4100162,582306
алексин,54.5000083,37.0781874,211401
суходол,54.4384482,37.3538231,211204
маревая,55.3124615,125.8942145,911709
мир,58.636266,59.8481709,773506
дедилово,54.0220671,38.0457543,212103
арсеньево,53.734065,36.6617538,213708
средняя,54.5096236,36.9672721,211609
эворон,51.3960701,136.3380311,919202
картель,50.3841042,137.3786108,965906
сенцово,52.627693,39.3716193,592609
болен,51.5642719,135.8829886,919109
новый ургал,51.077979,132.6096786,917103
постышево,51.664456,135.6790955,918905
хурмули,51.007779,136.8991003,919607
чегдомын,51.1315034,132.9457182,917207
дипкун,55.1310249,126.7872989,912307
унаха,55.1490547,126.5859877,911906
шелухово,54.2814336,40.5480499,220909
шилово,54.3208409,40.8891422,221102
лабинская,44.6462136,40.7388001,535706
безымянная,51.3379377,46.44071,626006
багаевка,51.4488629,45.8447076,620809
кокурино,51.4487548,45.8910403,620902
князевка,51.4562719,45.9578679,625408
саратов-порт,51.5049187,45.9830965,620404
питерка,50.6160502,47.4307559,626701
коренево,51.4105506,34.9003528,207406
карповская,48.681297,44.0555219,615904
зауралье,54.7894549,65.9515941,827208
поросозеро,62.6977913,32.6905458,26706
суккозеро,63.1729677,32.3195115,27003
макаров,48.6196674,142.786065,995507
вахрушев-угольный,48.9921132,142.849739,996105
котчиха,59.1223213,52.3380587,275102
букачача,52.977259,116.9132445,949301
липки,49.6272159,43.8462938,614009
калинино,49.7168323,43.7075945,613909
тумская,55.1449184,40.5465981,241905
прудбой,48.6812729,43.9056484,615800
мостовская,44.4139255,40.7799909,535803
шувакиш,56.9203752,60.4819693,780209
иоссер,62.9819539,52.1718989,285000
парнас,60.058103,30.3578653,38309
парнас,60.0669038,30.3340445,38309
раковка,49.9950723,43.4646755,613701
гирсово,58.7306936,49.5622073,271402
реутово,55.7515712,37.8560158,230101
дрязги,52.2851325,39.779239,591700
човью,61.7302152,50.774674,284008
тингута,48.2880582,44.2739528,612107
авиационная,55.4224224,37.8358311,193006
збродово,54.1413939,36.5114177,212705
ухта,63.5572678,53.738784,285602
опухлики,56.0964322,30.1572454,67301
сама,60.2094482,60.4123173,776805
картымская,57.4737438,66.3887846,795702
ашулук,47.3196927,47.4031207,617806
игоревская,55.45688,33.2969466,173002
базарная,53.7447058,46.7572036,642307
новоперелюбская,51.9724028,49.956347,628105
черниговка,52.1298786,50.7996679,818800
новочебоксарск,56.0742782,47.5406772,248603
тунгала,53.5526291,129.4482711,915502
перелешино,51.7396728,40.1361063,590904
лямино,58.2745284,57.7442081,766201
камышин,50.0930944,45.416016,623008
соломатино,50.0195899,44.8934429,622908
харпичан,51.2728592,136.5391071,919306
калары,52.9187622,87.5618872,866005
безводовка,53.4974283,47.9319495,642901
дворец,57.9393709,32.9903061,55605
мга,59.7554242,31.0616191,30203
санкт-петербург-балтийский,59.9049266,30.2986856,36002
балабаново,55.1788955,36.6624304,183606
малоярославец,55.007735,36.4809201,183907
шемякино,55.0535374,36.5534027,183803
суходрев,54.8067462,36.3195335,184100
воротынск,54.4667878,36.0410316,184505
думиничи,53.8961603,35.1399472,185404
разъезд №2,46.7155866,48.1906082,801602
палики,53.8439432,34.9827579,185508
судимир,53.6086733,34.7893663,185705
ахтари,46.0399674,38.1703555,516304
новолесная,46.4295374,47.9602347,616606
грушевая,44.7640751,37.8627075,521707
балашов-пассажирский,51.5453643,43.1287864,605404
лапшинская,50.3646923,44.9957111,622405
котлас-южный,61.2569552,46.6294008,280100
оредеж,58.8162843,30.329899,58502
керчь-южная,45.3319907,36.4180516,867402
керчь-южная,45.3319907,36.4180516,470806
аршинцево,45.3028169,36.4233906,867703
аршинцево,45.3028169,36.4233906,471207
кавказ,45.3461976,36.6867532,527900
керчь-порт,45.3633846,36.4797974,867807
керчь-порт,45.3633846,36.4797974,470609
челутай,51.7606707,108.3892408,937906
обь,54.9923143,82.7255217,850100
измалково,52.6844213,37.9640459,218101
степная,48.698053,46.2544658,514309
степная,46.7359746,39.5608905,514309
нижний баскунчак,48.2117106,46.8363296,618300
берестянки,54.3269923,42.0162419,222105
якушка,54.1954849,50.0882807,646601
неболчи,59.1219502,33.3425852,44507
краснодар-сортировочный,45.0370564,39.0454723,525407
соломбалка,64.6151563,40.5603391,291707
красный сокол,60.9830612,29.3206088,22207
июс,54.702045,89.7713173,885400
кологривовка,51.7568689,45.3068343,623402
копьево,54.9914806,89.827927,885307
утяшево,57.1407932,65.354965,792102
конда,61.4722917,64.0553768,778904
игра,57.5582797,53.0502795,277409
новоандреевский,55.8574267,70.4477669,791909
ключики,53.1238123,47.2065208,635109
лукино,55.8563623,36.8799764,261627
лукино,55.8563623,36.8799764,197100
ветласян,63.5733738,53.7770222,285706
малошуйка,63.7061259,37.4643258,295801
белая,52.8684275,103.4861544,931609
белая,52.8684518,103.4862171,931609
новая еловка,56.4582703,90.5782968,881408
пелым,61.014729,61.9961902,777901
несветай,47.8077946,39.8879603,512303
юбилейная,47.8257019,40.0088088,512407
юбилейная,48.522053,135.1070858,512407
талый ключ,57.3858679,62.3080461,787602
худяково,57.5432824,62.7314023,787706
москва-пассажирская-киевская,55.7420034,37.5628449,198103
куминская,58.805281,65.9787242,788709
мортка,59.322196,66.0129919,788802
тюмень-северная,57.098376,65.7651714,790200
усть-тавда,57.7769083,67.1560154,795806
алпатьево,54.8801983,39.3263696,234507
ступино,54.9090262,38.0789616,192107
елец,52.6060875,38.5257515,593000
шлаковая,59.0511296,52.3355552,275009
лесные поляны,58.9974151,52.4040988,274909
прибрежная,45.1519801,33.4989925,858808
прибрежная,45.1519801,33.4989925,474506
удима,61.1428702,45.9205607,299200
нижнекамск,55.6174584,51.8105871,648700
красноярск-северный,56.0731574,92.933153,890108
рузаевка,54.0555212,44.9500909,640003
богатищево,54.6791941,38.528959,229509
новопавловка,51.212,109.2283995,940504
петровский завод,51.2907944,108.8582793,940105
тарбагатай,51.1831298,109.1020128,940400
никель-мурманский,69.4201445,30.2565025,18201
нижнесергинская,56.644343,59.2860705,782308
сетово,58.0260858,67.7995559,795904
сузгун,58.2253072,68.1828654,796000
ангасолка,51.7483844,103.7562831,933200
воронеж-курский,51.6719037,39.1762191,596402
воронеж-курский,51.671962,39.1764029,596402
ага,51.1893919,115.1673428,943502
амазар,53.8623265,120.8771488,951104
таптугары,53.6856173,120.0578303,950900
верхнетагильская,57.3451821,59.9552792,771002
ерофей павлович,53.9544872,121.9490491,951208
сретенск,52.251128,117.694875,948703
озерница-кировская,58.7741419,52.2951047,274701
голофеевка,51.1136989,37.8986096,438707
выборг-перевалка,60.7080379,28.733775,23407
холки,50.8487712,37.8237303,438904
холки,50.8488072,37.8236567,438904
авсюнино,55.5597694,39.11467,231903
благовещенск-перевалка,50.2452527,127.5667589,954808
копи,59.1557172,57.5692104,768601
алагир,43.048969,44.2123929,538407
чертково,49.3777924,40.1460401,586203
томари,47.7640772,142.0702441,994608
нара,55.3831594,36.7511001,183305
селиваново,55.8903606,41.7367512,240300
ивдель 1,60.6549108,60.4009784,777102
першино,60.6613715,60.5031049,777600
дивизионная,51.8881264,107.5181007,935402
мостовой,52.0110645,107.4974627,935309
таловка,52.1142828,107.1394338,935008
татаурово,52.1393365,107.4346971,935205
посольская,51.9686508,106.3511987,934700
селенга,52.0328682,106.8712229,934908
тимлюй,52.0042262,106.6163643,934804
мысовая,51.7186113,105.8626219,934607
ораниенбаум,59.9176681,29.7716752,75401
нижняя тура,58.6322927,59.8281668,773601
нижняя тура,58.6324337,59.8275161,773601
хасав-юрт,43.2622686,46.5863037,542703
токаревка,51.9999996,41.1550365,598408
пензенская,47.8985241,142.1428021,994701
дугда,53.3527622,129.9959073,915700
ртищево-2,52.246294,43.8312455,607700
ртищево-2,52.2494387,43.8234785,607700
сургут-порт,61.2581688,73.2646307,797500
